title,text,subject,date
Prabowo dan Gibran Akan Penjarakan semua anggota DPR yang menolak RUU Perampasan Aset,"Faktanya, pernyataan tersebut tidak pernah diungkapkan oleh Prabowo. Prabowo hanya menyatakan bahwa dirinya berkomitmen untuk memberantas korupsi di Indonesia.",News,24-Sep-25
Video Perpisahan Menteri Bahlil dari Kabinet Prabowoù,Konteks asli video adalah momen Bahlil Lahadalia menyerahkan jabatan Menteri Investasi/BKPM ke Rosan Roeslani lantaran ia ditunjuk Presiden Jokowi menjadi Menteri Energi dan Sumber Daya Mineral (ESDM).,News,24-Sep-25
Prabowo Setujui Bantuan Rp5 Juta untuk Setiap Guru,Konteks asli video adalah momen pidato Presiden Prabowo dalam Konferensi Internasional Infrastruktur Tahun 2025.,News,24-Sep-25
Tautan Pendaftaran Project Management Officer (PMO) Kementerian Koperasi,"Faktanya, pendaftaran rekrutmen PMO Kementerian Koperasi telah ditutup pada Sabtu (13/09/2025) lalu. Pendaftaran dilakukan dengan mengisi tautan https://bit.ly/pmokmenkop.",News,23-Sep-25
Gubernur Pramono Lantik Istrinya Jadi Pejabat Pembantu,Konteks asli video adalah momen Pramono Anung resmi melantik istrinya (Endang Nugrahani) sebagai Bunda Pendidikan Anak Usia Dini (PAUD) Provinsi Jakarta tahun 2025. Pelantikan tersebut tidak terkait dengan jabatan di Balai Kota dan tidak mendapat gaji dari Pemerintah Provinsi (Pemprov) Jakarta.,News,23-Sep-25
Rumah Kapolda Bali Digeruduk Massa,Konteks asli video adalah dokumentasi aksi unjuk rasa di depan Markas Kepolisian Daerah Bali pada Senin (1/9/2025),News,23-Sep-25
"Raffi Ahmad Jadi Menpora, Gantikan Dito Ariotedjo","Faktanya, Presiden Prabowo pada Rabu (17/9/2025) melantik Erick Thohir sebagai Menpora.",News,23-Sep-25
Presiden Direktur Sido Muncul Bagi-Bagi Uang,"Konten yang beredar adalah hasil rekayasa AI, probabilitas atau kemungkinannya mencapai 99,9 persen.",News,23-Sep-25
"Artikel CNN Indonesia: Cak Imin Soal Korupsi Kuota Haji Saya Dapat Sedikit Dari Menteri Yaqut Itu Pun Sudah Diikhlaskan Rakyat,Tidak Berdosaù","Faktanya, Tangkapan layar berita tersebut telah dimanipulasi, tidak ditemukan sumber valid termasuk CNN Indonesia Indonesia yang memberitakan bahwa Cak Imin menyebut hal tersebut.",News,23-Sep-25
Jepang dan Indonesia akan Lakukan Pertukaran Antarwarga Lebih Dari 500 Ribu dalam 5 Tahun ke Depan,"Faktanya, yang melakukan perjanjian pertukaran antarwarga 500 ribu tersebut adalah India dan Jepang, bukan Indonesia.",News,23-Sep-25
Tautan Pendaftaran CPNS Kementerian Imigrasi,"Faktanya, untuk saat ini tidak ditemukan informasi resmi mengenai rekrutmen CPNS Kementerian Imigrasi dan Pemasyarakatan RI (Kemenimipas).",News,22-Sep-25
Paket Umroh Gratis dari Kementerian Agama RI,"Faktanya, Kementerian Agama RI tidak pernah mengadakan program umroh gratis.",News,22-Sep-25
Permintaan Jokowi ke Nadiem Makarim untuk Memperbesar Anggaran Pengadaan Laptop,"Faktanya, konteks yang benar dari permintaan anggaran yang diperbesar adalah anggaran untuk riset perguruan tinggi.",News,19-Sep-25
Pendaftaran CPNS Kemenhub Periode 1 September ì 25 September 2025,"Faktanya, pendaftaran CPNS dan Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) hanya dilakukan melalui situs situs resmi dengan alamat casn.dephub.go.id.",News,19-Sep-25
KPK Menyita Semua Aset Sahroni dan Puan Maharani,Tidak ditemukan informasi kredibel yang membenarkan klaim.,News,19-Sep-25
Anies Baswedan Resmi Jadi Menko Polkam,"Faktanya, Presiden Prabowo pada 17 September 2025 melantik Letnan Jenderal TNI (Purn) Djamari Chaniago sebagai Menteri Koordinator Bidang Politik dan Keamanan (Menko Polkam).",News,19-Sep-25
Prabowo Terima Tawaran Jepang Soal 10 Juta Imigran Indonesia,"Pertemuan Prabowo dan PM Jepang tidak terkait isu penerimaan 10 juta imigran, melainkan membahas penguatan kerjasama investasi di sektor infrastruktur, energi terbarukan, dan teknologi.",News,19-Sep-25
Tautan dari Kominfo untuk Pendaftaran Bansos PKH,"Faktanya, penerima bantuan sosial PKH adalah yang tercatat dalam data tunggal sosial ekonomi nasional (DTSEN). Proses pendaftaran secara daring hanya bisa dilakukan melalui aplikasi Cek Bansosù.",News,19-Sep-25
Prabowo Menangis Umumkan Pengunduran Diri sebagai Presiden,Konteks asli video adalah momen Prabowo (kala itu merupakan calon presiden) yang terharu saat memberi bantuan Rp15 miliar untuk Koperasi Mekar Digital Sejahtera.,News,19-Sep-25
Puteri Komarudin Resmi Jadi Menpora,Faktanya Presiden Prabowo Subianto secara resmi telah melantik Erick Thohir sebagai Menteri Pemuda dan Olahraga (Menpora) yang baru.,News,18-Sep-25
Gibran Imbau Ormas untuk Minta Sedekah demi Pembangunan IKN,"Kreator konten menyunting pemberitaan gelora.co Sidang Gugatan Ijazah Gibran di PN Jakpus, KPU Siap Hadapiù yang tayang Senin (15/9/2025).",News,18-Sep-25
Buaya Masuk Permukiman Warga saat Banjir Bali 2025,Konteks asli video adalah dokumentasi peristiwa masuknya buaya ke permukiman warga saat banjir di Kutai Timur pada Januari 2025.,News,18-Sep-25
Ferry Irwandi Sebut Kerusuhan Kemarin Merupakan Rekayasa TNI,"Faktanya, video tersebut dibuat menggunakan AI deepfake.",News,18-Sep-25
Anggaran Khusus Bupati Deli Serdang Capai Rp100 Miliar,Pemerintah Kabupaten Deli Serdang menegaskan informasi tersebut tidak benar.,News,18-Sep-25
Rocky Gerung Jadi Juru Bicara Prabowo,Konteks asli video adalah momen Prabowo (kala itu sebagai calon presiden) mengenalkan orang-orang yang akan membantunya di pemerintahan jika dirinya menang dalam Pilpres 2019.,News,18-Sep-25
Video Aksi Demo Mahasiswa Jilid 2ù,"Konten yang beredar merupakan hasil rekayasa AI, probabilitas atau kemungkinannya mencapai 99 persen.",News,18-Sep-25
Video Dukungan Vatikan usai Meluasnya Berita Demo Indonesiaù,Tidak ada informasi atau pemberitaan kredibel yang membenarkan klaim.,News,18-Sep-25
Sri Mulyani Mengadu ke Solo Usai Reshuffle Kabinet,"Faktanya, video tersebut merupakan momen ketika Sri Mulyani bersilaturahmi ke rumah Jokowi pada saat lebaran 2025.",News,18-Sep-25
Ahok Kritik Sri Mulyani Setelah Dicopot Dari Kemenkeu,Faktanya video tersebut sebelumnya sudah diunggah oleh kanal Youtube Big Alpha sebelum pergantian beberapa menteri termasuk Sri Mulyani.,News,18-Sep-25
Kondisi Rumah Guru Honorer Selama 30 Tahun Tinggal di Rumah Reot,"Ibu Marsiah yang ada dalam video itu merupakan wakil kepala sekolah Aliyah dan guru di sekolah swasta, dia mendapatkan gaji tetap dan tunjangan sertifikasi. Ia tidak tinggal di rumah reot tersebut melainkan di rumah permanen di depan gubuk itu.",News,18-Sep-25
Kompol Winam Agus Komandan Jaguar Depokù Mengundurkan Diri,Konteks asli video adalah momen Kompol Winam Agus berpamitan karena purna tugas atau pensiun per 1 September 2025.,News,17-Sep-25
Artikel Gelora News: Budi Gunawan Meminta Ke Jaksa Agung Jemput Paksa Jokowi Untuk Mempertanggung Jawaban atas Korupsi Yang Dilakukannya Selama Dua Periode Menjabatù,Hasil manipulasi dari artikel asli berjudul Publik Berhak Tahu Alasan Pencopotan Budi Gunawanù.,News,17-Sep-25
Jokowi Tantang Demonstran untuk Datang ke Rumahnya,Tidak ada informasi valid atau pemberitaan kredibel yang membenarkan klaim.,News,17-Sep-25
Prabowo Lantik Mahfud MD menjadi Jaksa Agung,"Faktanya, Mahfud MD dalam akun X resminya menjelaskan informasi tersebut tidak berdasarkan sumber yang akurat.",News,17-Sep-25
PBB Keluarkan Timeline Intervensi Terhadap DPR Indonesia,Tidak ditemukan informasi kredibel yang membenarkan klaim.,News,17-Sep-25
Prabowo akan Bubarkan DPR Jika Tidak Mengesahkan Undang-Undang Perampasan Aset,"UUD 1945 Pasal 7C menyebutkan secara eksplisit, Presiden tidak dapat membekukan dan/atau membubarkan Dewan Perwakilan Rakyatù.",News,16-Sep-25
Undang-Undang Perampasan Aset Disahkan Prabowo,"Undang-undang di Indonesia tidak bisa hanya disahkan oleh presiden, karena pembuatan dan pengesahan undang-undang merupakan kewenangan bersama DPR RI dan Presiden.",News,16-Sep-25
Tautan Pendaftaran PPPK Paruh Waktu 2025ù,"Faktanya, pendaftaran PPPK paruh waktu 2025 hanya dilakukan lewat laman resmi sscasn.bkn.go.id.",News,16-Sep-25
Video Sahroni Salahkan Polisi Usai Rumahnya Dijarahù,Konteks asli video adalah momen Sahroni menanggapi pembakaran mobil Polres Metro Depok oleh massa saat penangkapan ketua ormas berinisial TS di Depok pada April 2025.,News,16-Sep-25
Video Rudal Oreshnik dan Rudal Sejjil,"Faktanya, video yang dibagikan adalah video rekaman peluncuran roket Falcon 9 oleh SpaceX.",News,16-Sep-25
Suasana Panik saat Presiden Mengeluarkan UU Hukuman Mati untuk Koruptor,"Faktanya, video merupakan rapat pemilihan ketua DPD RI periode 2024-2025 pada Rabu (2/10/2024).",News,16-Sep-25
Pendaftaran Kemitraan Agen Gas LPG Lewat WhatsApp,"Faktanya, pendaftaran kemitraan agen gas LPG dilakukan melalui laman resmi khusus kemitraan dari Pertamina Patra Niaga, yakni kemitraan.patraniaga.com.",News,15-Sep-25
Video Anggota TNI dan Polri Setuju DPR Dibubarkanù,Konteks asli video adalah dokumentasi kemarahan Letkol Inf Ary Widyo Prasetyo (Komandan Kodim 0623/Cilegon) yang mengecam pernyataan Effendi Simbolon (saat itu anggota Komisi I DPR RI) yang menyebut TNI sebagai gerombolan seperti ormas.,News,15-Sep-25
BEM UI Imbau Masyarakat Tidak Keluar Malam karena Ada Operasi Petrus,"Faktanya, BEM UI tidak pernah mengeluarkan imbauan tersebut.",News,15-Sep-25
Video Rumah Ketua DPR RI Puan Maharani Dibakar Massaù,"Faktanya, video tersebut merupakan potongan dokumentasi kerusuhan aksi menolak omnibus law di depan Gedung DPRD Kota Malang pada Oktober 2020.",News,15-Sep-25
Demo Mahasiswa di Samarinda Ditunggangi PKI,Lukisan bergambar logo PKI tersebut adalah alat peraga pembelajaran di kampus Universitas Mulawarman.,News,15-Sep-25
Prabowo Bagikan Bansos Rp7 Juta per KTP,Tidak ada informasi atau pemberitaan kredibel yang membenarkan klaim.,News,15-Sep-25
Sri Mulyani Sebut Rakyat Tidak akan Hidup Tanpa Ada DPR,Tidak ditemukan pemberitaan dari media kredibel yang membenarkan klaim. Unggahan video berisi klaim Sri Mulyani sebut rakyat tidak akan hidup tanpa ada DPRù adalah konten palsu (impostor content).,News,12-Sep-25
Malaysia Bakal Kembalikan Ambalat ke Indonesia,Tidak ditemukan informasi kredibel yang membenarkan klaim. Malaysia dan Indonesia hanya sepakat mengelola migas di Ambalat melalui joint development authority dan menyelesaikan sengketa melalui jalur diplomatik.,News,12-Sep-25
Puan Maharani Lengser dari Kursi Ketua DPR,Tidak ditemukan informasi kredibel yang membenarkan klaim. Konteks asli video adalah momen Puan menangis saat memprotes kenaikan harga BBM di era pemerintahan SBY.,News,12-Sep-25
"Prabowo, KDM, dan Salsa Erwina Desak DPR Sahkan RUU Perampasan Aset",Tidak ditemukan informasi kredibel yang membenarkan klaim.,News,12-Sep-25
Nepal Berhasil Gulingkan DPR,"Faktanya, tidak ditemukan pemberitaan kredibel yang membenarkan pembubaran DPR di Nepal.",News,11-Sep-25
Akun Facebook Kemnaker Bantuan BSU Terkiniù,"Akun palsu, selain itu pemerintah kembali menyalurkan BSU kepada para pekerja dan buruh dengan besaran sebesar Rp 300.000 per bulan untuk dua bulan, yakni Juni dan Juli dan sudah selesai disalurkan pada pekan awal Agustus kemarin.",News,11-Sep-25
Demo Besar-besaran di Gedung DPR Jakarta pada 9 September 2025,"Faktanya, video merupakan demo ribuan warga Nepal turun ke jalanan kota Kathmandu dalam memprotes larangan media sosial, Selasa (8/9/ 2025).",News,11-Sep-25
Prabowo Tunjuk Novel Baswedan Jadi Komisaris Besar Polisi,"Novel Baswedan ditugaskan oleh Kapolri Jenderal Listyo Sigit Prabowo sebagai Wakil Kepala Satgassus Optimalisasi Penerimaan Negara, bukan sebagai Komisaris Besar Polisi (Kombes).",News,11-Sep-25
TNI-Polri Berhasil Bongkar Bisnis Minyak Ilegal Ahmad Sahroni,Tidak ditemukan informasi kredibel yang membenarkan klaim.,News,10-Sep-25
Sufmi Dasco Menyesal Jadi Relawan Prabowo,Konteks asli video adalah momen Sufmi Dasco menyampaikan hasil pembahasan surat Presiden kepada DPR terkait permohonan pemberian abolisi bagi Tom Lembong dan amnesti untuk 1.116 terpidana.,News,10-Sep-25
Presiden Prabowo Umumkan Bansos Tahap Tiga Resmi Cair 7 Juta Setiap NIK,"Tidak ditemukan informasi kredibel yang membenarkan klaim. Video tersebut memiliki fake probability 99,6% kemiripan dengan video buatan AI. sehingga kemungkinan besar video tersebut merupakan hasil dari generate-AI.",News,10-Sep-25
DPR Sahkan UU Perampasan Aset Imbas Aksi Demo Agustus 2025,"Faktanya, RUU Perampasan Aset sampai saat ini belum masuk tahap pembahasan di DPR.",News,10-Sep-25
Foto Cut Nayla menyampaikan kepada PBB Aceh terlalu lama diperlakukan tidak adilù,"Faktanya, hasil deteksi menggunakan Hive Moderation menyatakan bahwa foto yang disebarkan adalah buatan Kecerdasan Artifisial (AI, Artificial Intelligence) dengan probabilitas/kemungkinan sebesar 99.9%.",News,10-Sep-25
Mahasiswa Melakukan Demo di Mako Brimob pada 7 September 2025,"Faktanya, video merupakan demo Aliansi Mahasiswa Makassar yang terjadi di Makassar pada Senin (1/9/ 2025).",News,10-Sep-25
Video Demo Purnawirawan TNI Tuntut Pemakzulan Wapres,"Konten yang beredar merupakan hasil rekayasa AI, probabilitas atau kemungkinannya mencapai 99,9 persen.",News,09-Sep-25
29 Agustus 2025 Ada Penjarahan di Mal Atrium Senen,"Faktanya, lokasi dalam video itu adalah Menara BNI Pejompongan dan tidak ada kaitannya dengan penjarahan.",News,09-Sep-25
Presiden Prabowo Temui Pendemo dan Meminta Maaf,"Konteks asli video adalah potongan dokumentasi saat Prabowo menghadiri perayaan HUT ke-80 RI di Monas, Jakarta, pada (17/8/2025).",News,09-Sep-25
Prabowo Minta Rakyat Jarah Rumah Bahlil dan Lainnya,"Kreator konten memanipulasi publikasi Warta Ekonomi. Narasi aslinya adalah Gelombang Protes Nasional, Prabowo Serukan Ketenanganù.",News,09-Sep-25
Rumah Roy Suryo Dijarah dan Dibakar,Video dalam klaim merupakan video pembakaran rumah aset milik MPR RI yang berada di depan Gedung DPRD Jabar di Jalan Diponegoro Bandung.,News,09-Sep-25
Potret Rumah Sri Mulyani Dibakar Massa,"Faktanya, foto tersebut merupakan dokumentasi kebakaran rumah di Jakarta Timur pada April 2023, tidak ada kaitannya dengan Sri Mulyani.",News,09-Sep-25
Leuwiliang Bogor Bakal Bikin Proyek Mall,"Faktanya, Pasar Leuwiliang akan dibangun berstandar SNI dan akan jadi salah satu pasar rakyat terbesar dan termodern di Kabupaten Bogor.",News,09-Sep-25
Ada Pemerkosaan Mahasiswi Beralmamater Biru di Kwitang,Komnas Perempuan memastikan tidak ada laporan pemerkosaan mahasiswi oleh aparat di Kwitang.,News,09-Sep-25
Video Demonstrasi di Citra Raya Cikupa,"Faktanya, video yang dibagikan adalah video demonstrasi UU Cipta Kerja atau Omnibus Law pada tahun 2020 lalu.",News,08-Sep-25
Alfamart Bagi-bagi 280 Kulkas dan Mesin Cuci,"Direktur Corporate Affairs PT Sumber Alfaria Trijaya Tbk (Alfamart) Solihin. menyatakan, klaim tersebut adalah hoaks.",News,08-Sep-25
Rekaman Suara SBY Marahi Kapolri Listyo Sigit,Suara yang menyerupai suara SBY itu adalah milik Kolonel (Purn TNI) Rahmat Suhaji.,News,08-Sep-25
Video Demo Mahasiswa Buntut Ucapan Sri Mulyani: Guru Beban Negaraù,"Konten yang beredar merupakan hasil rekayasa AI, probabilitas atau kemungkinannya mencapai 99,9 persen.",News,08-Sep-25
Prabowo Pindahkan 150 Ribu TKI dari Malaysia ke Jepang,Tidak ditemukan informasi kredibel yang membenarkan klaim.,News,08-Sep-25
Pemerintah Matikan Fitur Live TikTok untuk Bungkam Suara Rakyat,Menkomdigi Meutya Hafid menegaskan penutupan fitur live di aplikasi TikTok itu bukan atas instruksi pemerintah.,News,08-Sep-25
Jurnalis Australia Ditembak Polisi Indonesia saat Meliput Demonstrasi,"Faktanya, jurnalis dalam video tersebut ditembak oleh aparat kepolisian saat meliput demonstrasi di Los Angeles pada 8 Juni 2025.",News,08-Sep-25
Verrell Bramasta Mengundurkan Diri dari DPR,Tidak ditemukan informasi kredibel yang membenarkan klaim.,News,08-Sep-25
Jusuf Hamka Promosikan Situs Judi Online,"Faktanya, audio dalam konten yang beredar merupakan hasil rekayasa AI dengan kemungkinan atau probabilitas mencapai 96 persen.",News,08-Sep-25
Ahmad Sahroni Ditangkap saat Pulang dari Singapura,"Tidak ditemukan informasi kredibel yang membenarkan klaim. Video tersebut memiliki aggregate score 99,8% kemiripan dengan video buatan AI. sehingga kemungkinan besar video tersebut merupakan hasil dari generate-AI.",News,07-Sep-25
Seorang Warga Kehilangan Penglihatan Usai Pemukimannya Disiram oleh Aparat Menggunakan Gas Air Mata,"Video dalam klaim adalah Faisal Nasution, korban congkel mata di Gunung Putri, Bogor yang mengalami infeksi pada kedua matanya.",News,07-Sep-25
Rumah Dinas Wagub Jatim Emil Dardak Dibakar dan Dijarah Massa,Konteks asli dokumentasi yang beredar adalah potret terbakarnya kantor wakil gubernur Jawa Timur di Gedung Grahadi.,News,04-Sep-25
Demonstran Bakar Area Sekitar Summarecon Bekasi,"Konteks asli video adalah dokumentasi aksi demonstran di Makassar, Sulawesi Selatan.",News,04-Sep-25
Video Demo di Bandara Soekarno-Hatta 30 Agustus 2025,Tidak ada massa yang berdemonstrasi di Bandara Soekarno-Hatta.,News,04-Sep-25
Jepang Melakukan Aksi Demo untuk Support Indonesia,"Faktanya, video tersebut merupakan pertunjukan seni budaya Indonesia saat Festival Hakata Dontaku Fukuoka Jepang pada Mei 2024.",News,04-Sep-25
Demo Merembet ke Penangkapan Jokowi,Video dalam klaim merupakan aliansi masyarakat Kalbar (Kalimantan Barat) saat melakukan aksi di Kantor Gubernur Kalbar pada Juli 2024.,News,04-Sep-25
"Gedung DPRD Pesawaran, Lampung Gosong Terbakar","Wakil ketua DPRD Pesawaran, M. Nasir, S.I.Kom., M.M. menegaskan bahwa informasi tentang kebakaran di Gedung DPRD Kabupaten Pesawaran adalah hoaks.",News,04-Sep-25
Anggota DPR Temui Mahasiswa saat Demo Agustus 2025,"Video adalah hasil rekayasa AI, probabilitas atau kemungkinannya mencapai 99,7 persen.",News,04-Sep-25
Prabowo Bekukan Sementara MPR/DPR,Tidak ditemukan informasi kredibel yang membenarkan klaim. Gambar dalam klaim merupakan pidato Prabowo saat sidang tahunan MPR RI dan sidang bersama DPR-DPD RI Tahun 2025.,News,04-Sep-25
"Kondisi Ahmad Sahroni, Uya Kuya, dan Eko Patrio Setelah Rumah Mereka Dijarah",Ke-3 foto tersebut tidak berkaitan dengan kondisi pasca adanya penjarahan rumah akibat demo.,News,04-Sep-25
Penemuan Alat Bantu Seks di Kediaman Ahmad Sahroni,"Faktanya, foto yang disebarkan sudah beredar sebelumnya sejak tahun 2020 lalu, salah satunya di akun Facebook King._.memes_ù.",News,03-Sep-25
ART Ahmad Sahroni Luka Parah Akibat Massa Menyerang Kediaman Ahmad Sahroni,"Faktanya, tidak ada keterangan resmi maupun pemberitaan media kredibel terkait ART Ahmad Sahroni yang terluka parah akibat terjebak di dalam rumah saat terjadinya penjarahan.",News,03-Sep-25
10 Brimob Tewas Dalam Pengamanan Demo,"Faktanya, tidak ditemukan informasi atau pemberitaan kredibel terkait 10 Brimob tewas dalam pengamanan demo.",News,03-Sep-25
